id,name,type,attribute,level,atk,def,img_url
1434352,Chaos Necromancer,Fiend,DARK,1.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/1434352.jpg
1474910,Bee List Soldier,Insect,WIND,1.0,500.0,400.0,https://images.ygoprodeck.com/images/cards_cropped/1474910.jpg
1498130,Kagemusha of the Six Samurai,Warrior,EARTH,2.0,400.0,1800.0,https://images.ygoprodeck.com/images/cards_cropped/1498130.jpg
1498449,Dracotail Faimena,Spellcaster,WATER,5.0,1300.0,2500.0,https://images.ygoprodeck.com/images/cards_cropped/1498449.jpg
1525329,The Hunter with 7 Weapons,Warrior,EARTH,3.0,1000.0,600.0,https://images.ygoprodeck.com/images/cards_cropped/1525329.jpg
1527418,"Wiz, Sage Fur Hire",Spellcaster,WATER,7.0,1600.0,2800.0,https://images.ygoprodeck.com/images/cards_cropped/1527418.jpg
1533292,R-Genex Magma,Pyro,FIRE,3.0,1000.0,200.0,https://images.ygoprodeck.com/images/cards_cropped/1533292.jpg
1557341,"Rose, Warrior of Revenge",Warrior,FIRE,4.0,1600.0,600.0,https://images.ygoprodeck.com/images/cards_cropped/1557341.jpg
1566817,Cupid Serve,Fairy,LIGHT,2.0,1000.0,600.0,https://images.ygoprodeck.com/images/cards_cropped/1566817.jpg
1571945,White Ninja,Warrior,LIGHT,4.0,1500.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/1571945.jpg
1580833,Dinomist Stegosaur,Machine,WATER,4.0,1600.0,1800.0,https://images.ygoprodeck.com/images/cards_cropped/1580833.jpg
1586457,Deep-Space Cruiser IX,Machine,LIGHT,9.0,900.0,900.0,https://images.ygoprodeck.com/images/cards_cropped/1586457.jpg
1596508,Dimension Fortress Weapon,Machine,DARK,4.0,1700.0,200.0,https://images.ygoprodeck.com/images/cards_cropped/1596508.jpg
1662004,Brotherhood of the Fire Fist - Spirit,Beast-Warrior,FIRE,3.0,500.0,200.0,https://images.ygoprodeck.com/images/cards_cropped/1662004.jpg
1665819,Replicard LAD,Cyberse,DARK,7.0,2500.0,2500.0,https://images.ygoprodeck.com/images/cards_cropped/1665819.jpg
1697104,PSY-Framegear Epsilon,Psychic,LIGHT,2.0,1500.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/1697104.jpg
1710476,Malefic Cyber End Dragon,Machine,DARK,10.0,4000.0,2800.0,https://images.ygoprodeck.com/images/cards_cropped/1710476.jpg
1710647,Yoa the Plague Deity Ashtra,Spellcaster,WIND,7.0,2400.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/1710647.jpg
1761063,Nekogal #1,Beast,EARTH,3.0,1100.0,900.0,https://images.ygoprodeck.com/images/cards_cropped/1761063.jpg
1764972,Doomkaiser Dragon/Assault Mode,Zombie,FIRE,8.0,2900.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/1764972.jpg
1784619,Uraby,Dinosaur,EARTH,4.0,1500.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/1784619.jpg
1799464,Transcicada,Insect,EARTH,3.0,800.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/1799464.jpg
1826676,Toy Knight,Machine,EARTH,4.0,200.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/1826676.jpg
1833916,Heroic Challenger - Thousand Blades,Warrior,EARTH,4.0,1300.0,1100.0,https://images.ygoprodeck.com/images/cards_cropped/1833916.jpg
1834753,Overdrive Teleporter,Psychic,LIGHT,6.0,2100.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/1834753.jpg
1855886,Scar of the Vendread,Zombie,DARK,6.0,2300.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/1855886.jpg
1872843,"Morpheus, the Dream Mirror White Knight",Warrior,LIGHT,8.0,1000.0,2800.0,https://images.ygoprodeck.com/images/cards_cropped/1872843.jpg
1876841,Morphtronic Scannen,Machine,EARTH,6.0,1500.0,600.0,https://images.ygoprodeck.com/images/cards_cropped/1876841.jpg
1929294,Key Mace,Fairy,LIGHT,1.0,400.0,300.0,https://images.ygoprodeck.com/images/cards_cropped/1929294.jpg
1953925,Ancient Gear Engineer,Machine,EARTH,5.0,1500.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/1953925.jpg
1966438,Abominable Unchained Soul,Fiend,DARK,8.0,3000.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/1966438.jpg
1980574,Hop Ear Squadron,Beast,WIND,2.0,300.0,600.0,https://images.ygoprodeck.com/images/cards_cropped/1980574.jpg
1995985,Silent Swordsman LV3,Warrior,LIGHT,3.0,1000.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/1995985.jpg
2009101,Blackwing - Gale the Whirlwind,Winged Beast,DARK,3.0,1300.0,400.0,https://images.ygoprodeck.com/images/cards_cropped/2009101.jpg
2067935,Gladiator Beast Lanista,Winged Beast,WIND,4.0,1800.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/2067935.jpg
2088870,Worm Victory,Reptile,LIGHT,7.0,0.0,2500.0,https://images.ygoprodeck.com/images/cards_cropped/2088870.jpg
2089016,Chronomaly Tuspa Rocket,Rock,EARTH,4.0,1000.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/2089016.jpg
2095764,"Bixi, Water of the Yang Zing",Wyrm,WATER,2.0,0.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/2095764.jpg
2102065,Brinegir,Sea Serpent,WATER,7.0,1000.0,2600.0,https://images.ygoprodeck.com/images/cards_cropped/2102065.jpg
2118022,Hyosube,Aqua,WATER,4.0,1500.0,900.0,https://images.ygoprodeck.com/images/cards_cropped/2118022.jpg
2134346,Asura Priest,Fairy,LIGHT,4.0,1700.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/2134346.jpg
2137678,Meklord Army of Granel,Machine,EARTH,4.0,1600.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/2137678.jpg
2139640,Amabie,Fairy,WATER,3.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/2139640.jpg
2158562,Cyber Prima,Warrior,LIGHT,6.0,2300.0,1600.0,https://images.ygoprodeck.com/images/cards_cropped/2158562.jpg
2196767,Gambler of Legend,Spellcaster,DARK,4.0,500.0,1400.0,https://images.ygoprodeck.com/images/cards_cropped/2196767.jpg
2204038,Valkyrie Brunhilde,Fairy,LIGHT,7.0,1800.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/2204038.jpg
2250266,Morphtronic Staplen,Machine,EARTH,4.0,1400.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/2250266.jpg
2254222,Speedroid Wing Synchron,Machine,WIND,5.0,1500.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/2254222.jpg
2273734,Satellarknight Altair,Warrior,LIGHT,4.0,1700.0,1300.0,https://images.ygoprodeck.com/images/cards_cropped/2273734.jpg
2311090,Spright Carrot,Thunder,FIRE,2.0,1000.0,1900.0,https://images.ygoprodeck.com/images/cards_cropped/2311090.jpg
2311603,Overdrive,Machine,EARTH,4.0,1600.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/2311603.jpg
2316186,Princess Curran,Spellcaster,DARK,4.0,2000.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/2316186.jpg
2326738,Des Lacooda,Zombie,EARTH,3.0,500.0,600.0,https://images.ygoprodeck.com/images/cards_cropped/2326738.jpg
2333365,Tyr of the Nordic Champions,Warrior,LIGHT,4.0,2000.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/2333365.jpg
2333466,Gandora-G the Dragon of Destruction,Dragon,DARK,8.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/2333466.jpg
2347477,Micro Coder,Cyberse,DARK,1.0,300.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/2347477.jpg
2347656,Lovely Labrynth of the Silver Castle,Fiend,DARK,8.0,2900.0,1900.0,https://images.ygoprodeck.com/images/cards_cropped/2347656.jpg
2356994,Great Long Nose,Beast-Warrior,DARK,5.0,1900.0,1700.0,https://images.ygoprodeck.com/images/cards_cropped/2356994.jpg
2377034,Neo Flamvell Hedgehog,Pyro,FIRE,3.0,800.0,200.0,https://images.ygoprodeck.com/images/cards_cropped/2377034.jpg
2396042,Steel Cavalry of Dinon,Dinosaur,EARTH,4.0,1600.0,2600.0,https://images.ygoprodeck.com/images/cards_cropped/2396042.jpg
2407147,Laval Volcano Handmaiden,Pyro,FIRE,1.0,100.0,200.0,https://images.ygoprodeck.com/images/cards_cropped/2407147.jpg
2414168,Interrupt Resistor,Cyberse,LIGHT,6.0,0.0,2100.0,https://images.ygoprodeck.com/images/cards_cropped/2414168.jpg
2420921,"Shire, Lightsworn Spirit",Fairy,LIGHT,3.0,400.0,1400.0,https://images.ygoprodeck.com/images/cards_cropped/2420921.jpg
2460565,Marauding Captain,Warrior,EARTH,3.0,1200.0,400.0,https://images.ygoprodeck.com/images/cards_cropped/2460565.jpg
2461031,Inzektor Ladybug,Insect,DARK,2.0,500.0,100.0,https://images.ygoprodeck.com/images/cards_cropped/2461031.jpg
2468169,Sealmaster Meisei,Spellcaster,DARK,3.0,1100.0,900.0,https://images.ygoprodeck.com/images/cards_cropped/2468169.jpg
2483611,Water Omotics,Aqua,WATER,4.0,1400.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/2483611.jpg
2501624,Dark Magician Girl the Magician's Apprentice,Spellcaster,DARK,6.0,2000.0,1700.0,https://images.ygoprodeck.com/images/cards_cropped/2501624.jpg
2511717,Legendary Six Samurai - Kageki,Warrior,WIND,3.0,200.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/2511717.jpg
2521011,Brotherhood of the Fire Fist - Swallow,Beast-Warrior,FIRE,5.0,2000.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/2521011.jpg
2525268,"Defender, the Magical Knight",Spellcaster,LIGHT,4.0,1600.0,2000.0,https://images.ygoprodeck.com/images/cards_cropped/2525268.jpg
2526224,Fire King High Avatar Kirin,Beast,FIRE,8.0,2400.0,200.0,https://images.ygoprodeck.com/images/cards_cropped/2526224.jpg
2563463,Wandering Gryphon Rider,Winged Beast,WIND,7.0,2000.0,2800.0,https://images.ygoprodeck.com/images/cards_cropped/2563463.jpg
2584136,Shocktopus,Fish,WATER,4.0,1600.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/2584136.jpg
2602411,Wizard Buster Destruction Sword,Spellcaster,DARK,3.0,1200.0,900.0,https://images.ygoprodeck.com/images/cards_cropped/2602411.jpg
2618045,Photon Chargeman,Warrior,LIGHT,4.0,1000.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/2618045.jpg
2618725,GMX Partner Selandea,Warrior,FIRE,5.0,1500.0,1900.0,https://images.ygoprodeck.com/images/cards_cropped/2618725.jpg
2619149,Gladiator Beast Samnite,Beast,EARTH,3.0,1600.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/2619149.jpg
2648201,ZW - Sleipnir Mail,Beast,LIGHT,4.0,1000.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/2648201.jpg
2656842,Beetrooper Scout Buggy,Insect,WIND,3.0,1000.0,300.0,https://images.ygoprodeck.com/images/cards_cropped/2656842.jpg
2671330,Hyper Hammerhead,Dinosaur,EARTH,4.0,1500.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/2671330.jpg
2694423,Medusa Worm,Rock,EARTH,2.0,500.0,600.0,https://images.ygoprodeck.com/images/cards_cropped/2694423.jpg
2729285,Fluffal Cat,Fairy,EARTH,1.0,700.0,300.0,https://images.ygoprodeck.com/images/cards_cropped/2729285.jpg
2732323,Decoy Dragon,Dragon,FIRE,2.0,300.0,200.0,https://images.ygoprodeck.com/images/cards_cropped/2732323.jpg
2752099,Rose Shaman,Warrior,EARTH,4.0,1700.0,200.0,https://images.ygoprodeck.com/images/cards_cropped/2752099.jpg
2792265,Servant of Catabolism,Aqua,LIGHT,3.0,700.0,500.0,https://images.ygoprodeck.com/images/cards_cropped/2792265.jpg
2801664,Ancient Warriors - Valiant Zhang De,Beast-Warrior,WIND,7.0,2700.0,900.0,https://images.ygoprodeck.com/images/cards_cropped/2801664.jpg
2810642,PSY-Framegear Beta,Psychic,LIGHT,1.0,700.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/2810642.jpg
2830619,Flame Viper,Pyro,EARTH,2.0,400.0,450.0,https://images.ygoprodeck.com/images/cards_cropped/2830619.jpg
2830693,Rainbow Kuriboh,Fiend,LIGHT,1.0,100.0,100.0,https://images.ygoprodeck.com/images/cards_cropped/2830693.jpg
2843014,Nimble Sunfish,Fish,WATER,2.0,1000.0,100.0,https://images.ygoprodeck.com/images/cards_cropped/2843014.jpg
2851070,Reflect Bounder,Machine,LIGHT,4.0,1700.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/2851070.jpg
2863439,Fiend Reflection #2,Winged Beast,LIGHT,4.0,1100.0,1400.0,https://images.ygoprodeck.com/images/cards_cropped/2863439.jpg
2881864,"Naglfar, Generaider Boss of Fire",Beast-Warrior,FIRE,9.0,3100.0,200.0,https://images.ygoprodeck.com/images/cards_cropped/2881864.jpg
2906250,Grappler,Reptile,WATER,4.0,1300.0,1200.0,https://images.ygoprodeck.com/images/cards_cropped/2906250.jpg
2932235,Thousand Umbral Horror,Fiend,DARK,4.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/2932235.jpg
2948263,Gogogo Golem - Golden Form,Rock,EARTH,4.0,-1.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/2948263.jpg
2957055,Wicked Dragon with the Ersatz Head,Dragon,WIND,3.0,900.0,900.0,https://images.ygoprodeck.com/images/cards_cropped/2957055.jpg
2964201,Ryu-Ran,Dragon,FIRE,7.0,2200.0,2600.0,https://images.ygoprodeck.com/images/cards_cropped/2964201.jpg
2971090,Orion the Battle King,Fairy,LIGHT,5.0,1800.0,1500.0,https://images.ygoprodeck.com/images/cards_cropped/2971090.jpg
2980764,Consecrated Light,Fairy,LIGHT,1.0,0.0,0.0,https://images.ygoprodeck.com/images/cards_cropped/2980764.jpg
2986553,Twilight Rose Knight,Warrior,DARK,3.0,1000.0,1000.0,https://images.ygoprodeck.com/images/cards_cropped/2986553.jpg
2992467,Click & Echo,Sea Serpent,WATER,2.0,300.0,2100.0,https://images.ygoprodeck.com/images/cards_cropped/2992467.jpg
3019642,Cyberdark Keel,Machine,DARK,4.0,800.0,800.0,https://images.ygoprodeck.com/images/cards_cropped/3019642.jpg
3026686,Valkyrie Dritte,Fairy,LIGHT,4.0,1000.0,1600.0,https://images.ygoprodeck.com/images/cards_cropped/3026686.jpg
3030892,Test Ape,Beast,EARTH,2.0,700.0,300.0,https://images.ygoprodeck.com/images/cards_cropped/3030892.jpg
3048768,Angello Vaalmonica,Fairy,DARK,4.0,1200.0,2100.0,https://images.ygoprodeck.com/images/cards_cropped/3048768.jpg
3056267,Invader of the Throne,Warrior,EARTH,4.0,1350.0,1700.0,https://images.ygoprodeck.com/images/cards_cropped/3056267.jpg
